Brand,Model,CPU,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Touch,Price
Asus,Revolt,Intel Core i5,3.514981374,32,1000,13.03862145,4.559727408,No,32982.44101
Asus,Revolt,Intel Core i7,2.875566355,16,1000,13.73371494,4.020639734,No,31740.32652
Dell,Surface Laptop,Intel Evo Core i7,1.608531332,16,1000,15.06868299,2.412085238,Yes,31723.78073
Lenovo,Flex Advance,Intel Core i5,3.082878439,8,512,14.25812859,2.830609908,No,17095.14617
Lenovo,VivoBook,Intel Celeron,3.878508356,4,512,13.08131586,2.138189191,Yes,16986.15128
Lenovo,V15,Intel Core i5,3.00402955,32,512,13.61386874,4.792472225,No,18286.8886
Acer,Galaxy Book,Intel Evo Core i7,3.547972149,32,512,15.76688491,3.982395589,Yes,18168.9425
HP,VivoBook,Intel Core i7,3.710516158,4,512,12.66877493,4.239088653,No,16921.03137
Acer,ProBook,AMD Ryzen 7,2.07019943,32,1000,11.85353144,2.934715219,No,32752.14531
HP,Gram,Intel Core i7,2.0301121,16,256,12.87897921,4.536960567,No,9600.272693
Lenovo,Revolt,Intel Core i7,3.027452472,16,1000,16.09720529,2.778809851,No,32289.02522
Lenovo,Classmate Pro,Intel Core i3,2.527571175,32,256,11.53393829,2.004931271,No,10573.85856
Acer,Gram,Intel Evo Core i7,3.599653257,16,512,16.95017644,3.129244888,Yes,17606.22034
Acer,Legion,Intel Core i9,3.750057808,16,256,14.24601739,3.712284443,No,10001.83284
HP,V15,Intel Core i3,2.383553448,32,1000,16.90907446,3.436114574,No,32720.53241
Asus,Revolt,Intel Core i5,2.092176397,8,1000,16.63397853,4.586228428,No,31551.2069
HP,15S,AMD 3020e,3.451313788,4,256,13.71688229,2.316215858,No,9110.31475
Acer,Aspire,Intel Celeron,2.187015089,16,512,12.19094645,3.661470322,No,17517.69213
Acer,Vostro,Intel Core i5,3.556535796,8,512,11.98930866,3.538938049,No,17121.00509
Dell,15S,Intel Celeron,2.559345634,16,1000,12.43993618,2.844178947,No,32245.01475
Acer,Prestige,Intel Core i7,3.168874748,16,256,15.26079584,4.466684338,No,9936.623237
Dell,Revolt,Intel Core i7,1.738838285,4,512,12.63769997,4.258545968,No,16440.80374
Asus,ThinkPad,Intel Core i7,3.059648312,16,512,13.04855162,4.198577562,No,17541.13624
HP,VivoBook,Intel Core i7,2.629419197,4,1000,13.69267282,4.628577435,No,31615.39517
HP,ROG,Intel Core i9,2.966521158,4,512,16.47939608,4.168353802,No,16925.69246
Dell,Prestige,Intel Core i7,1.920035519,4,256,12.13636051,2.695523875,No,8994.584946
HP,Surface Laptop,AMD Ryzen 5,3.342184362,8,1000,11.03015932,4.116688135,Yes,31637.58172
Acer,17,Intel Celeron,3.656992694,32,1000,11.36057846,2.92310844,No,33034.19967
Lenovo,Aspire,AMD Ryzen 7,2.0418495,8,256,16.42859805,2.726523951,No,9337.256259
Dell,ConceptD,Intel Core i7,1.739286389,32,1000,14.88509879,2.219010779,No,32607.60598
HP,XPS,Intel Core i7,1.559096465,32,512,12.63824372,4.232085741,Yes,17766.40412
Dell,250,Intel Core i7,3.104928751,4,512,12.06315501,4.133002886,No,17138.51292
Dell,ProBook,AMD Ryzen 5,3.01773509,16,256,12.76560042,2.703498433,No,9932.648143
Lenovo,Pulse,Intel Core i7,2.866743532,4,512,11.68878156,4.24813705,No,16715.11135
Acer,Surface Laptop,AMD Ryzen 7,2.07986774,16,256,16.64919746,4.753522649,Yes,9725.353722
Dell,Surface Laptop,Intel Evo Core i7,2.47726499,32,256,15.70523705,2.324086872,Yes,10270.60114
HP,Surface Laptop,Intel Core i7,2.986190838,4,512,13.77434706,2.697909915,Yes,16510.33181
Asus,Revolt,Intel Core i7,2.741917147,16,256,16.18977563,4.250782382,No,10026.49774
Dell,Predator,Intel Core i7,3.969463801,8,512,12.49674923,2.823520021,No,17321.50277
Dell,Zbook,Intel Core i7,1.841099381,16,1000,15.30272341,3.873991923,No,31925.99393
Lenovo,ThinkPad,Intel Core i7,3.237861385,4,1000,16.13679499,2.243492673,No,31694.40469
Acer,Revolt,Intel Core i7,2.51079692,8,256,13.14061227,3.356607437,No,9956.631887
Asus,F515,Intel Core i5,2.570499037,16,512,15.54478667,4.217274266,No,17616.64186
HP,Extensa,Intel Core i5,3.293994414,16,512,12.7704341,4.059541829,No,17324.52409
Asus,Ioxbook,Intel Celeron,3.231090378,16,1000,12.79314281,4.445216302,No,31821.55349
HP,Blade,AMD Ryzen 9,3.978139984,16,1000,11.64234307,4.63235638,No,32493.05845
Acer,ZenBook,AMD Ryzen 7,1.820985724,16,512,13.64034828,4.319550504,No,17425.02778
HP,255,AMD Ryzen 3,1.760274123,8,256,15.37827144,4.014763229,No,9314.484775
Lenovo,ThinkPad,Intel Core i3,3.310847043,32,1000,16.64132483,2.095167475,No,32911.46842
Lenovo,Revolt,Intel Core i7,2.945967293,8,256,14.62278195,3.60490002,No,9498.257175
Lenovo,ExpertBook,Intel Core i5,2.185401666,8,256,16.17881323,2.113093175,No,9174.856632
Lenovo,ZenBook,AMD Ryzen 7,1.698548422,8,1000,15.9349679,4.424203451,No,31646.72339
Asus,ProBook,Intel Core i7,1.714145624,32,256,12.04005832,2.962173573,No,10530.53994
Acer,TravelMate,Intel Core i5,3.735477187,4,256,13.91490457,3.687288122,No,9259.826096
HP,XPS,Intel Core i7,1.979668312,32,512,11.70154121,2.838335922,No,18287.94316
HP,Flex Advance,Intel Core i5,2.308428905,8,256,15.09291897,4.347500433,No,9323.039636
Lenovo,Gram,Intel Core i7,2.066641006,16,512,16.69939801,4.65950758,No,17459.09573
Lenovo,ThinkPad,Intel Core i5,2.387490765,16,1000,11.82253675,3.195927483,No,31720.06294
Dell,TravelMate,Intel Core i5,1.673559607,8,1000,15.40329878,4.588767181,No,31543.33313
Acer,Latitude,Intel Core i5,2.797649477,16,512,14.79342891,2.801225022,No,17352.26935
Asus,ThinkBook,Intel Core i7,1.669031409,8,1000,14.50163022,3.603982769,No,31582.72575
HP,15S,Intel Core i5,3.50089127,16,256,13.34072141,4.57628429,No,10194.66237
Dell,15S,Intel Core i5,2.084280205,32,256,13.13078989,2.977644028,No,10487.59944
Dell,ThinkPad,Intel Core i5,2.850029787,4,256,11.27149513,4.862126795,No,8946.643611
HP,MacBook Pro,Intel Core i7,3.700197719,4,1000,12.30745225,2.365638505,No,31787.82542
Asus,VivoBook,Intel Core i3,3.127193423,32,256,11.09106129,2.054825209,No,10687.06941
Dell,TUF,AMD Ryzen 9,2.832394466,32,1000,14.48850263,4.712406058,No,33320.84523
Dell,BR,Intel Celeron,2.310834383,8,256,11.63511942,2.205945998,Yes,9303.603397
Acer,ROG,AMD Ryzen 9,2.332504783,8,512,16.23811636,4.975667588,Yes,16884.41161
Asus,Vector,Intel Core i7,3.173717388,8,1000,14.13885812,4.854190586,No,31923.10698
Dell,Flex Advance,Intel Core i5,3.985348403,16,1000,15.19813945,2.41106273,No,32351.38623
Asus,ROG,Intel Core i9,3.154597975,8,256,13.46514255,3.612753877,Yes,9460.145105
HP,ZenBook,AMD Ryzen 5,2.894458543,32,1000,14.36347885,2.554760892,No,32754.91847
Lenovo,Creator,Intel Core i7,3.326626276,4,1000,16.65595506,3.284465519,Yes,31641.11274
Dell,V15,AMD Ryzen 3,2.663014031,16,512,11.49640424,2.184275388,No,17406.84908
Acer,VivoBook,Intel Evo Core i7,1.650355857,8,512,12.52362663,2.671773763,No,16788.15623
HP,ConceptD,Intel Core i7,2.90574204,16,256,15.67992996,3.089818389,Yes,9725.671351
Asus,Stealth,Intel Core i7,3.894063211,16,512,11.59242324,3.315942501,No,17695.14751
HP,E510,Intel Celeron,1.938257356,8,256,11.45396662,4.932488775,No,8962.711433
Dell,250,Intel Core i5,3.225012227,16,256,13.16924839,4.423596937,No,9612.352524
Asus,F515,Intel Core i3,2.002334222,4,256,11.55300775,4.212229833,No,9111.311935
Lenovo,Satellite Pro,Intel Core i7,2.839569211,32,1000,14.51047065,3.611123944,No,33045.56205
HP,VivoBook,Intel Core i7,1.741691124,32,512,12.3576515,4.519993282,No,17748.77043
Dell,Latitude,Intel Core i7,2.625927341,4,256,16.37418778,3.017968507,No,8836.578529
Acer,Surface Pro,Intel Core i5,3.390408322,16,512,15.70100049,4.126697338,No,17409.08629
Asus,ThinkPad,Intel Core i5,2.368928811,8,256,15.19823124,4.981351926,No,9282.277069
HP,VivoBook,Intel Core i7,3.162279311,16,512,14.70166416,2.943886727,No,17787.92019
HP,EliteBook,Intel Core i5,3.488624902,4,512,16.18079438,4.022052605,Yes,17010.57143
Lenovo,ThinkBook,Intel Core i7,3.817944549,16,256,12.33837237,4.532944592,Yes,9791.154701
Lenovo,Akoya,Intel Core i5,2.086605205,32,1000,16.23865306,4.74742275,No,32824.33712
Acer,Vostro,Intel Core i7,2.49828979,16,512,15.73695379,4.153798073,No,17410.05583
Acer,Gram,Intel Core i7,1.881040033,4,1000,15.48896496,2.85082377,Yes,31081.27761
Dell,Surface Pro,Intel Evo Core i5,3.981208755,32,1000,14.36753407,2.978846455,Yes,32878.79139
Dell,MacBook Pro,Intel Core i5,3.81750242,16,256,12.47746497,2.062274096,No,9702.787542
Acer,VivoBook,Intel Core i5,2.849892826,16,256,13.5412875,4.282657933,No,10273.94804
Acer,Aorus,Intel Core i7,3.605083236,32,256,15.76142393,2.128218818,No,10966.95923
Asus,ExpertBook,Intel Core i5,2.802394943,8,512,11.19067091,4.593957064,No,16879.60962
Lenovo,ZenBook,Intel Core i5,3.05896422,32,256,15.69230462,2.355981843,No,10903.73248
Dell,Envy,Intel Core i7,1.72281108,8,256,12.44042444,2.515629536,No,9034.603152
Lenovo,Latitude,Intel Evo Core i7,3.388176051,4,512,11.8658552,3.429579412,Yes,17155.6926
Lenovo,Aspire,Intel Core i5,1.819283709,4,512,11.69420791,4.213641246,No,16631.66578
Acer,250,Intel Core i3,3.565169076,32,256,11.16350007,2.417006616,No,10560.3635
Asus,ThinkPad,Intel Core i5,3.455070219,32,256,14.14151891,3.320213225,No,10856.60636
HP,15S,Intel Celeron,3.271861744,4,256,12.30955924,3.448553823,No,9273.58191
Asus,470,Intel Core i5,1.590400951,8,256,16.93659059,2.636856925,No,9290.096987
Asus,IdeaPad,Intel Core i5,2.25782089,4,1000,14.44662054,2.34667513,No,31460.13124
Lenovo,TUF,Intel Core i5,2.157781425,32,1000,11.82731162,4.509262769,No,32764.01284
Asus,Swift,Intel Evo Core i7,2.400341019,4,256,15.13257524,3.507396949,No,9287.756517
Dell,MacBook Pro,Intel Core i9,1.719106867,32,1000,16.3864614,2.043143708,No,33267.88053
Lenovo,ThinkPad,Intel Core i7,3.842394558,32,512,15.47107697,4.408943904,No,18743.56939
Dell,Creator,Intel Core i7,2.884505602,4,1000,11.45863917,4.942381416,No,31500.57912
HP,Revolt,Intel Core i7,2.263810777,8,1000,16.37530509,3.817778586,No,31579.96909
Lenovo,TravelMate,Intel Pentium,2.492453793,16,256,15.76357632,3.511125161,No,9718.50405
HP,Akoya,AMD Ryzen 3,2.618006351,4,1000,11.9498234,4.635247589,No,31165.0194
Lenovo,ROG,AMD Ryzen 7,3.001485833,16,1000,11.31071533,4.857550369,No,32210.84468
Acer,ZenBook,Intel Core i5,2.789198569,4,1000,14.34386345,4.263610748,No,31299.09634
Asus,15S,Intel Core i3,3.798479933,16,1000,11.93621487,3.336358789,No,32190.56583
Acer,250,Intel Core i3,2.742408707,8,512,16.00754572,3.776664198,No,17224.93575
HP,ThinkBook,Intel Core i5,3.980395037,8,256,13.15000794,4.102806095,No,9550.586045
Asus,300w,AMD 3015e,3.628562394,4,256,16.47735467,2.582820713,Yes,9310.973767
Lenovo,MacBook Pro,Apple M2 Pro,2.021276286,32,512,14.39412903,3.341603097,No,17879.22567
Asus,15S,AMD Ryzen 7,3.826488037,16,1000,12.09603431,4.489463794,No,32503.389
Dell,VivoBook,Intel Core i7,1.790915995,32,512,11.8375932,3.964176045,No,17848.64893
Asus,Victus,AMD Ryzen 7,3.543624271,32,1000,14.45883463,3.233612202,No,32948.39026
Dell,Modern,Intel Core i7,2.451558234,32,512,15.57130167,3.990087602,No,17863.49092
Asus,Surface Pro,Intel Core i5,3.694935801,8,256,15.68903389,2.354667236,No,9605.248956
Dell,15S,Intel Core i7,3.670141725,4,256,12.65454443,3.204492832,No,9268.415328
HP,Stealth,Intel Core i7,3.5148135,4,256,12.22548055,4.379385614,No,9320.050038
Acer,M515,AMD Ryzen 5,3.475076091,8,1000,11.10053783,2.661526361,No,31555.48438
Lenovo,Gram,Intel Evo Core i7,2.261697848,8,1000,15.07519491,2.557884523,No,31775.10078
Asus,Creator,Intel Core i7,1.702298208,4,512,11.45940955,4.85245598,No,16213.28116
Acer,ProBook,Intel Core i5,2.507450447,32,512,13.52456721,2.629692889,No,18187.249
Lenovo,Latitude,Intel Core i7,1.933811287,16,256,14.61009298,2.782755739,No,9654.234216
Lenovo,15S,AMD Ryzen 7,3.237377722,16,1000,16.62265367,4.908847817,No,32242.39494
Dell,Akoya,AMD Ryzen 5,2.365249316,16,512,12.87081282,4.204125711,No,17379.97584
HP,Summit,Intel Core i7,3.939025502,32,1000,12.49863297,4.098789599,Yes,33254.5242
HP,Neo,Intel Celeron,3.102430193,4,1000,14.92496093,4.558779152,No,31838.33721
Acer,Revolt,Intel Core i5,3.556201409,8,256,14.71543419,2.347469247,No,9530.952688
HP,Revolt,Intel Core i7,1.831311682,4,256,12.9926587,4.11786871,No,8771.368296
Asus,Gram,Intel Evo Core i7,3.655036206,32,1000,16.56861101,3.511065828,No,33239.41226
HP,15S,AMD Ryzen 5,3.806892976,8,1000,16.06917396,4.487451921,No,31881.83968
Acer,ThinkBook,Intel Core i5,2.717654797,32,1000,12.34389528,3.524425156,No,33108.08856
HP,ExpertBook,Intel Core i5,3.015632344,16,1000,12.43485527,3.860724063,No,31992.82301
Asus,ThinkPad,Intel Core i5,3.412024502,16,256,14.07380208,3.433226379,No,9737.946501
Dell,15S,Intel Core i7,1.937096568,32,512,15.64143261,3.434476771,No,18154.66195
Acer,Modern,AMD Ryzen 5,2.756415191,8,256,11.26424228,4.303909934,No,8965.445226
Dell,250,Intel Core i5,2.496657569,8,512,15.16001092,3.885699202,No,16930.189
Dell,MacBook Air,Intel Core i5,1.86593498,4,1000,14.88941538,3.899789605,No,31266.00929
Dell,Ultra,AMD Ryzen 7,2.418836056,16,512,12.38888058,3.350847451,No,17402.13081
Lenovo,Yoga,Intel Evo Core i7,1.670430773,4,256,15.08811808,3.593328489,Yes,8780.660812
Lenovo,15S,Intel Core i5,1.564529767,4,256,16.64109915,4.237152999,No,8807.456312
Dell,250,Intel Core i3,1.837915723,32,1000,11.28071507,4.477822757,No,32879.80196
Acer,IdeaPad,Intel Core i5,3.907787779,32,256,12.91791233,4.089684206,No,10776.32667
Asus,ROG,AMD Ryzen 9,2.87382384,4,1000,13.6290603,4.772218967,No,31672.55122
Asus,ThinkPad,Intel Core i5,3.914555403,16,256,16.39556215,4.460972264,No,9937.855121
HP,V15,AMD Ryzen 7,2.581244696,32,256,16.77356868,3.685591369,No,10583.97421
Acer,Omen,AMD Ryzen 7,2.279540333,4,1000,13.66469148,4.014218218,No,31431.9666
Lenovo,IdeaPad,Intel Core i5,2.765354657,4,512,15.50017047,4.778924831,Yes,17224.79607
Dell,Yoga,Intel Evo Core i7,2.598779222,4,256,14.18996614,3.857504133,Yes,9101.45649
HP,Yoga,Intel Evo Core i7,1.764161711,4,512,14.22669761,4.474420844,Yes,16619.36831
Asus,Modern,Intel Core i7,3.102065787,4,256,12.66859709,4.066431511,No,9432.75139
Lenovo,ConceptD,Intel Core i7,2.040095456,4,256,12.30173748,3.655809083,No,8921.533462
Lenovo,Nitro,AMD Ryzen 5,3.048969887,32,256,12.72803208,2.725514586,No,10674.02531
Dell,Chromebook,AMD Athlon,3.125502731,16,256,14.33796804,3.277992558,No,10061.27182
Asus,Pulse,Intel Core i7,1.880062133,4,512,11.17493112,4.903228475,No,16495.31039
Acer,Surface Laptop,Intel Evo Core i7,1.653374068,8,512,16.44349367,3.97329615,Yes,16947.90421
Lenovo,Blade,Intel Core i7,3.451903965,32,256,11.93770226,3.693186141,No,11021.31312
Dell,Blade,Intel Core i9,2.649501059,32,256,12.32053206,4.798869877,No,10692.58576
Acer,Blade,Intel Core i7,1.645409489,4,512,14.10965706,3.759535343,No,16690.6663
Asus,Galaxy Book,Intel Core i5,3.987165793,32,1000,15.2606886,3.578247555,No,33122.00019
Lenovo,Galaxy Book,Intel Evo Core i5,1.644451402,4,1000,11.57437433,4.277932565,No,31096.73479
Acer,Galaxy Book,Intel Evo Core i7,3.237588072,16,512,12.90616819,4.137996857,No,17326.62382
Acer,Zbook,Intel Core i7,3.959197313,16,256,16.81204763,2.579480025,No,10384.21041
Acer,Yoga,Intel Evo Core i7,2.097950261,32,256,12.5740578,3.413924824,No,10680.02617
Lenovo,ConceptD,Intel Core i7,1.855623422,32,1000,12.87830087,3.417546328,Yes,32563.09234
Lenovo,ProBook,Intel Core i5,1.803462349,8,1000,16.01899094,3.134673546,No,31617.26295
HP,Zbook,Intel Core i7,2.258187869,32,512,11.30128659,3.551880446,No,18124.4098
Asus,MacBook Air,Intel Core i5,1.752614528,8,1000,13.78767901,3.239322193,No,31730.76636
Dell,ThinkPad,Intel Core i7,3.230403354,16,512,13.27770059,2.598036468,No,17622.21456
Acer,Surface Pro,Intel Evo Core i5,1.655729495,16,1000,12.89952056,3.237099462,Yes,31852.20156
HP,Galaxy Book,Intel Evo Core i5,2.77355532,4,1000,12.71419756,2.216830843,Yes,31378.48959
Dell,MacBook Air,Intel Core i5,3.991742135,16,1000,11.54824463,3.727357588,No,32360.21331
HP,Blade,Intel Core i9,3.534925674,8,256,12.88895498,4.560963647,No,9429.518084
Lenovo,15S,Intel Celeron,3.038048596,32,256,11.25831442,4.175861253,No,10615.15438
Acer,Galaxy Book,Intel Core i7,2.265634052,4,256,15.68578318,3.08118212,No,9100.836437
Dell,ExpertBook,Intel Core i3,3.059739591,8,1000,13.38936676,2.261213617,No,31682.62474
Dell,Nubian,Intel Core i7,2.81760366,32,512,13.66342299,2.606448198,No,18076.17656
Dell,250,Intel Core i3,2.56520846,4,512,16.36156752,3.636471021,No,16966.74738
Dell,ProBook,Intel Core i5,1.826775942,16,512,14.9483299,2.62117125,No,17306.62414
Dell,V15,Intel Core i3,3.716510538,8,512,11.04835462,3.631919334,No,17545.43418
HP,Katana,Intel Core i5,2.624461622,32,256,16.65904894,2.694797074,No,10404.65636
Acer,Pulse,Intel Core i7,1.98655628,4,256,12.4228668,4.546771608,No,9105.360514
Lenovo,Vostro,Intel Core i7,2.419398377,4,1000,11.64568511,3.191814419,No,31368.34594
Lenovo,F515,Intel Core i3,2.535324381,16,1000,15.60876907,2.736651878,No,32511.82542
Lenovo,15S,AMD Athlon,3.568844739,32,512,14.0028639,4.436978541,No,18519.25082
Lenovo,15S,AMD Athlon,3.334035951,16,256,13.6026234,3.028516894,No,9953.512206
HP,15S,AMD 3020e,3.423262234,16,512,12.49701848,2.334463064,No,17555.2277
Asus,15S,Intel Core i5,1.527578161,32,1000,14.28482894,3.711228474,No,32513.47572
Acer,EliteBook,Intel Core i5,2.540384995,32,1000,12.64630763,3.744692613,No,32885.83478
Dell,Victus,AMD Ryzen 5,2.703360379,32,512,16.40949803,4.144087026,No,18010.96064
Asus,ThinkPad,Intel Core i5,1.547980692,8,1000,12.29122688,2.7206583,No,31160.95728
Lenovo,MacBook Air,Intel Core i5,2.149533022,32,512,16.3061309,3.331314017,No,18385.20377
Asus,Raider,Intel Core i9,3.400724558,4,256,14.35643255,2.847103757,No,8966.377697
Acer,Classmate Pro,Intel Core i3,1.842774264,16,512,15.9709288,2.242861208,No,17261.63011
Dell,V15,AMD Ryzen 7,2.838275329,8,256,15.27707598,4.629841481,No,9197.072872
Dell,Victus,AMD Ryzen 7,2.03800468,32,256,15.18017067,4.186609413,No,10368.84412
Acer,Aspire,Intel Core i5,1.530301937,8,1000,12.94607485,2.904389178,No,31472.84705
Acer,ZenBook,Intel Core i5,2.103003644,32,1000,12.40338159,3.798118979,Yes,32927.59823
Lenovo,Vostro,Intel Core i5,3.939684387,8,1000,12.26531737,2.603791364,No,32150.73203
Dell,IdeaPad,Intel Core i5,3.50384278,16,512,16.14314994,4.670709865,Yes,17453.13381
Asus,VivoBook,Intel Celeron,3.898941611,16,512,15.92256092,2.34471903,Yes,17641.59996
HP,Chromebook,Intel Celeron,2.71963511,4,1000,13.64344117,2.011511437,No,32307.19076
HP,15S,AMD Athlon,1.774340497,4,512,11.79442768,3.506024593,No,16565.69347
Acer,255,AMD Ryzen 3,2.869898722,32,1000,13.29351351,3.74938347,No,32725.91402
Lenovo,100e,Intel Celeron,2.635943336,16,512,14.71606072,3.736895961,No,17300.98077
HP,ThinkPad,Intel Core i7,3.610892707,8,256,13.72641893,2.163535782,No,9506.243579
Dell,ThinkPad,Intel Core i7,1.745206452,8,256,15.68113561,2.942131421,No,9134.695216
Acer,Katana,Intel Core i7,2.720602843,8,1000,16.98573693,3.497596841,No,31701.98531
Asus,Surface Go,Intel Core i3,1.875121662,4,512,12.14679253,2.649737557,Yes,16647.1775
Acer,Moove,Intel Core i5,2.311689817,8,512,13.75790492,4.617877656,No,16945.63571
Asus,Pulse,Intel Core i7,3.343392693,4,256,13.58590341,2.261327868,No,9106.686029
Acer,F515,Intel Core i3,2.690045323,4,256,12.8269552,3.462153325,No,9213.79284
Acer,ThinkBook,Intel Core i5,2.439720713,32,1000,12.1885731,4.074248173,No,32815.18251
Acer,ExpertBook,Intel Core i7,2.486190696,8,256,11.3941527,2.7852533,No,9376.584994
Asus,ROG,Intel Core i7,2.648616921,8,1000,16.3227159,3.872722211,No,31374.55967
Asus,250,Intel Celeron,3.46254136,16,256,13.51909219,4.48815545,No,9929.37741
Acer,250,Intel Core i3,3.730211722,32,256,13.98137311,2.571010925,No,10382.84043
HP,EliteBook,Intel Core i7,3.888336716,16,512,16.50165229,4.751661775,No,17685.06959
Lenovo,Flex Advance,Intel Core i5,3.467258466,32,256,15.65774287,3.660675598,No,10881.58705
Lenovo,ThinkPad,Intel Core i7,2.288517239,8,256,11.78300758,2.897696013,No,9453.54247
Lenovo,MacBook Air,Intel Core i5,3.220336765,4,1000,14.39251981,3.292574826,No,31665.88401
Asus,IdeaPad,AMD Ryzen 7,2.59400781,4,256,13.65351366,2.936575651,No,9277.584226
Asus,Creator,Intel Core i9,2.136676555,4,1000,15.78326644,4.17533348,Yes,31341.44631
HP,Katana,Intel Core i7,3.602178949,4,256,15.34539529,4.38890199,No,9261.621122
Lenovo,IdeaPad,Intel Celeron,1.596065872,4,256,15.14243433,4.498812177,Yes,9495.625372
Lenovo,Surface Laptop,Intel Evo Core i7,3.75440498,16,1000,13.04326901,4.957304749,Yes,32427.60539
Acer,Surface Laptop,Intel Core i7,2.653693662,32,512,15.82978238,4.373852877,Yes,18028.99908
Asus,15S,AMD Ryzen 3,3.093003692,8,1000,11.31434777,3.804152212,No,31359.91339
Lenovo,Legion,Intel Core i9,3.148384806,16,1000,11.95774941,3.017660895,No,32045.64145
HP,V14,Intel Core i3,3.737794352,32,1000,13.01373964,3.633786346,No,33309.8695
HP,VivoBook,Intel Core i7,3.091674205,4,512,11.46084465,2.123204518,No,16896.06752
Lenovo,ZenBook,AMD Ryzen 5,3.034833962,32,256,12.40996567,4.234475227,No,10148.01739
Asus,ProArt,Intel Core i7,1.666630101,32,1000,15.9809059,3.337866635,No,32684.10679
HP,Predator,Intel Core i7,2.796020055,4,1000,16.68950923,2.060069689,No,31571.91319
Acer,Latitude,Intel Core i5,1.875422502,4,512,12.82761413,2.187520825,No,16186.6281
HP,Latitude,Intel Core i5,3.343584422,4,1000,12.58709482,3.162399391,No,31593.66802
Dell,ThinkPad,Intel Core i7,2.780554802,8,256,12.67935591,3.750264557,No,9149.521832
Dell,VivoBook,Intel Core i5,3.200569448,4,512,12.66631452,3.392611847,No,16552.40478
Asus,Nitro,Intel Core i9,1.604182252,8,256,11.21558109,3.857612952,No,9407.473459
Lenovo,Go,Intel Celeron,1.71198004,4,256,16.56149808,3.440882776,No,8807.696702
